eventtitle;views;place;address;eventday;eventdate;request
Wochenmarkt Rödelheim;610;Wochenmarkt Rödelheim;60489 Frankfurt am Main, Arthur-Stern-Platz;Mittwoch;2021-11-03;2021-11-01T06:51:18.750214Z
Fritz Kalkbrenner • True Colours Tour 2020pau;1754;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
#tbtechhouse - 3 Years;1632;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Auftakt | Nordlandschaft;467;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Discovery Art Fair;946;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Erzeugermarkt Konstablerwache;693;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Franchise Expo;803;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Geheilt: Durch – Eine Einweisung;408;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Internationale Revue 21/22;2310;Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Jochen Malmsheimer;1468;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Kaisermarkt;545;Kaisermarkt;60329 Frankfurt am Main, Kaiserstraße 81;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Kreativ Welt;802;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Luis aus Südtirol - Speck mit Schmorrn;1540;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Nacht Der Gitarren - feat. Lulo Reinhardt …;963;das Rind;65428 Rüsselsheim, Mainstr. 11;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Olaf der Flipper Geburtstagstour 2021 - Ein ganzes …;1450;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Play;460;Silbergold;60313 Frankfurt am Main, Heiligkreuzgasse 22;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour;1452;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Suchtpotential - Sexuelle Belustigung;992;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Tapas Abend;324;Lucille;60316 Frankfurt am Main, Friedberger Landstraße 100;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Urban Club Band;1681;Gibson Club;60313 Frankfurt am Main, Zeil 77;Donnerstag;2021-11-04;2021-11-01T06:51:20.365851Z
Klub Liebe Studio VI: East End Dubs, Kreutziger uvm.;1622;FREUD;60313 Frankfurt am Main, Holzgraben 9;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
PLAY21 - Creative Gaming Festival;156962;Initiative Creative Gaming e. V.;22305 Hamburg, Wiesendamm 59;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
We Are Together Seasonopening 2021;2115;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Auftakt | Nordlandschaft;432;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Bin nebenan;397;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Blumenmarkt Liebfrauenberg;546;Liebfrauenberg;60313 Frankfurt am Main, Liebfrauenberg;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Bülent Ceylan - Luschtobjekt;1665;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Christopher Köhler - Große Klappe – Tricks dahinter!;1558;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Comedy Dinner (4 Gang) Männerschnupfen;1577;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Daphne de Luxe - Comedy in Hülle und Fülle;1540;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Daphne de Luxe - Comedy in Hülle und Fülle;2220;Bürgerhaus;64546 Mörfelden-Walldorf, Westendstraße 60;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Discovery Art Fair;423;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Einstieg;1239;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Franchise Expo;193;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Frank Lüdecke - Das Falsche muss nicht immer richtig …;969;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Frankfurts größtes Speed Dating;629;Mathilda Glaskuchen;60386 Frankfurt am Main, Cassellastraße 30-32;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Frankfurts größtes Speed Dating-Event;179;25Hours Hotel Frankfurt The Goldman;60314 Frankfurt am Main, Hanauer Landstraße 127;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
FSV Frankfurt -   FC 08 Homburg;58;Stadion am Bornheimer Hang;60386 Frankfurt am Main, Richard-Herrmann-Platz 1;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Gallusmarkt;719;Gallusmarkt;60326 Frankfurt am Main, Frankenallee 183;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Internationale Revue 21/22;1963;Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Konrad Stöckel - Umwelt - Wir und die Welt (um uns …;1492;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Kreativ Welt;164;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Lars Reichow - Freiheit!;1917;Jahrhunderthalle Frankfurt;65929 Frankfurt am Main, Pfaffenwiese;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Löwen Frankfurt - EHC Freiburg;503;Eissporthalle;60386 Frankfurt am Main, Am Bornheimer Hang 4;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
MerQury - The finest Queen tribute;1483;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Olaf der Flipper Geburtstagstour 2021 - Ein ganzes …;1387;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Pankow - 40 Jahre Live;1503;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Penthouse Liebe;1209;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Tapas Abend;308;Lucille;60316 Frankfurt am Main, Friedberger Landstraße 100;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Tatort-Dinner Lord Moad lässt bitten;1418;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Urban Friday;1109;Cooky's;60311 Frankfurt, Am Salzhaus 4;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Velvet-Bar-Night;1435;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Walter Kammerhofer - Oh du fröhlicher;1497;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Wochenmarkt Sachsenhausen;497;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
Wochenmarkt und Markthalle Höchst;583;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Freitag;2021-11-05;2021-11-01T06:51:22.050520Z
39. Deutscher SportpresseBall;1482;Alte Oper;60313 Frankfurt am Main, Opernplatz 1;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
DREAMSCAPE;471;MTW;63067 Offenbach, Nordring 131;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Electric Grooves with PAWSA & Martin Ikin;698;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Hochzeitsmesse Halle;18668;GERRY WEBER Event Center;33790 Halle, Roger-Federer-Allee 2;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Notorious;2483;Cooky's;60311 Frankfurt, Am Salzhaus 4;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Semester Opening Party;1039;Zoom Club;60313 Frankfurt am Main, Brönnerstraße 5-9;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Alles90er & 00er Party mit Buffalo&Wallace;713;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
BIn nebenan;385;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Brettl-Spitzen - Live vor Ort | Bad Griesbacher …;1624;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Bülent Ceylan - Luschtobjekt;1681;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Conni - Das Zirkus-Musical!;1457;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Daphne de Luxe - Artgerecht;1646;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Discovery Art Fair;267;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Dr. Jekyll & Mr. Hyde;9141;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Dr. Pop - Hitverdächtig – Die …;1008;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Ein Biss für 2 - Ein Abend voller Schrecken;6502;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Einstieg;1241;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Elmar Kretz - Cirqestria 2021;2405;Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Erzeugermarkt Konstablerwache;740;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Franchise Expo;284;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
FREILUFT Markt;1442;Börsenplatz;60313 Frankfurt am Main, Börsenplatz;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Gibson Loves Saturdays;1648;Gibson Club;60313 Frankfurt am Main, Zeil 77;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Hand Lettering Workshop für Anfänger | 06.11.2021;551;Altstadt;65239 Hochheim;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Hubert von Goisern & Band - Zeiten & Zeichen Tour 2021;1499;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
I BET U LOOK GOOD // Indie Rock Hits;734;Nachtleben;60313 Frankfurt am Main, Kurt-Schumacher-Straße 45;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Internationale Revue 21/22;879;Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Klassisches BrauErlebnis;719;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Kreativ Welt;266;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Latin Summer;1742;Latin Palace Changó;60311 Frankfurt, Münchener Straße 57;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
MerQury - The finest Queen tribute;1605;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Olaf der Flipper Geburtstagstour 2021 - Ein ganzes …;1461;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Penthouse Liebe;1234;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
PLAY21 - Creative Gaming Festival;5592;Initiative Creative Gaming e. V.;22305 Hamburg, Wiesendamm 59;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Rena Schwarz - Prinzessin ist auch kein Traumjob;612;Flörsheimer Keller;65439 Flörsheim, Hauptstraße 43;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Schöpfung: die tiefe Verbundenheit oder der Große …;364;Haus am Dom;60311 Frankfurt, Domplatz 3;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
SIMcon;18360;Messe Offenbach;63065 Offenbach, Kaiserstraße 108 - 112;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Skylight-Tour;956;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
SoularPlexus - Stax-infected Soul & Funk;652;SCHANZ;63165 Mühlheim, Carl-Zeiss-Straße 6;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Thrash Inferno Schrecksbach;1494;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Velvet-Bar-Night;837;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Walter Kammerhofer - Best Of;1486;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
We Rock Queen;1971;Riesensaal;63500 Seligenstadt, Sackgasse 9;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Wo ist Feenland?;700;Löwenhof;60385 Frankfurt am Main, Löwengasse 27;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Wochenmarkt Bornheim;681;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Wochenmarkt und Markthalle Höchst;657;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Samstag;2021-11-06;2021-11-01T06:51:23.623939Z
Fashion Sunday;1143;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Hochzeitsmesse Halle;17696;GERRY WEBER Event Center;33790 Halle, Roger-Federer-Allee 2;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
2. Seligenstädter Skibasar;515;Seligenstadt;63500 Seligenstadt;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Amigos & Stargast Daniela Alfinito - Für unsere …;1376;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Conni - Das Zirkus-Musical!;1195;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Discovery Art Fair;143;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Edle Klänge: Lada Fedorova - Virtuosen auf …;239;Ev. Petrus-Gemeindehaus;63225 Langen, Bahnstraße 46;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Elmar Kretz - Cirqestria 2021;1905;Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Fraport Skyliners- Brose Bamberg;1101;Fraport Arena;65929 Frankfurt am Main, Silostraße 46;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Hochzeiten & Events;144;Leonardo Hotel Frankfurt City South;60528 Frankfurt am Main, Isenburger Schneise 40;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Internationale Revue 21/22;636;Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Kammermusik | Kegelstatt-Trio;374;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Kinderbuch-Nachmittag mit Andrea Paluch & Annabelle …;380;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Kreativ Welt;155;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Öffentliche Führung;313;Römerkastell Saalburg;61350 Bad Homburg, Am Römerkastell 1;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Olaf der Flipper Geburtstagstour 2021 - Ein ganzes …;1205;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Online Tour Bunte Götter;408;Liebieghaus Skulpturensammlung;60596 Frankfurt am Main, Schaumainkai 71;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
PLAY21 - Creative Gaming Festival;3790;Initiative Creative Gaming e. V.;22305 Hamburg, Wiesendamm 59;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
SIMcon;1136;Messe Offenbach;63065 Offenbach, Kaiserstraße 108 - 112;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Wo ist Feenland?;586;Löwenhof;60385 Frankfurt am Main, Löwengasse 27;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Yoga;912;Yachtklub;60594 Frankfurt am Main, Deutschherrnufer 12;Sonntag;2021-11-07;2021-11-01T06:51:25.344147Z
Daniel Schreiber - Allein;556;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Montag;2021-11-08;2021-11-01T06:51:26.999766Z
Lola Marsh;1582;Brotfabrik;60488 Frankfurt am Main, Bachmannstraße 2-4;Montag;2021-11-08;2021-11-01T06:51:26.999766Z
Monday Mood;1049;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Montag;2021-11-08;2021-11-01T06:51:26.999766Z
PLAY21 - Creative Gaming Festival;3337;Initiative Creative Gaming e. V.;22305 Hamburg, Wiesendamm 59;Montag;2021-11-08;2021-11-01T06:51:26.999766Z
Vernon Subutex Vol. II;242;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Montag;2021-11-08;2021-11-01T06:51:26.999766Z
Let's Dance - Die Live-Tour 2021;558608;QUARTERBACK Immobilien ARENA;04105 Leipzig, Am Sportforum 2;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
PLAY21 - Creative Gaming Festival;127790;Initiative Creative Gaming e. V.;22305 Hamburg, Wiesendamm 59;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Hans-Hermann Thielke - Immer;708;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Heinrich Steinfest - Die Möbel des Teufels;565;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Stefani Kunkel: Im Winde verlebt;144;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Walter Kammerhofer - Offline;1223;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Wochenmarkt Sachsenhausen;421;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Wochenmarkt und Markthalle Höchst;398;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Dienstag;2021-11-09;2021-11-01T06:51:28.532558Z
Monday Mood;2499; Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Montag;2021-11-01;2021-11-01T14:55:27.158594Z
Sasha Marianna Salzmann - Im Menschen muss alles …;1318; Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Montag;2021-11-01;2021-11-01T14:55:27.158594Z
Vernon Subutex Vol. I;942; Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Montag;2021-11-01;2021-11-01T14:55:27.158594Z
